county_fips,state_po,year,democrats,green,libertarian,other,republican
19137,IA,2020,10882,91,50,602,20008
19139,IA,2020,57583,428,293,2529,53049
19141,IA,2020,11691,114,77,739,31785
19143,IA,2020,4949,60,18,322,13842
19145,IA,2020,13910,135,76,707,28751
19147,IA,2020,12292,89,43,516,16428
19149,IA,2020,22949,211,112,1352,50556
19151,IA,2020,8777,80,37,540,14751
19153,IA,2020,710436,3853,3322,30177,562575
19155,IA,2020,105642,783,552,5118,137237
19157,IA,2020,28751,313,90,1152,28744
19159,IA,2020,6416,49,18,294,9402
19161,IA,2020,11351,103,47,522,19475
19163,IA,2020,264924,1595,1124,10618,230482
19165,IA,2020,13487,120,83,707,24383
19167,IA,2020,15456,179,170,1747,84927
19169,IA,2020,148398,1464,924,8951,115709
19171,IA,2020,24972,179,87,1041,26704
19173,IA,2020,6612,47,17,360,11549
19175,IA,2020,15313,118,61,798,19311
19177,IA,2020,7676,57,23,496,13674
19179,IA,2020,46378,339,200,1993,45419
19181,IA,2020,68086,422,430,3400,79659
19183,IA,2020,27316,266,144,1603,34777
19185,IA,2020,6733,34,20,336,10960
19187,IA,2020,50412,308,128,1966,54963
19189,IA,2020,15621,123,72,774,18646
19191,IA,2020,33649,364,112,1393,30473
19193,IA,2020,118345,900,435,5283,136028
19195,IA,2020,12537,98,38,553,12005
19197,IA,2020,15556,113,70,643,21510
16001,ID,2020,454762,4846,5310,43551,585024
16003,ID,2020,3202,41,34,473,9371
16005,ID,2020,76825,920,947,9758,120579
16007,ID,2020,2420,15,25,702,14785
16009,ID,2020,6361,56,58,813,17652
16011,ID,2020,22209,74,307,4584,75234
16013,ID,2020,38014,428,168,1940,22312
16015,ID,2020,5989,123,67,860,15395
16017,ID,2020,39436,893,401,3983,73866
16019,ID,2020,60095,363,1288,12663,181150
16021,ID,2020,6962,132,82,1088,20751
16023,ID,2020,1599,5,11,288,6304
16025,ID,2020,857,7,7,221,2550
16027,ID,2020,106780,588,1696,14898,268261
16029,ID,2020,2607,28,41,788,15799
16031,ID,2020,7170,20,121,1970,39864
16033,ID,2020,324,1,4,83,1620
16035,ID,2020,5782,34,47,750,17139
16037,ID,2020,3146,44,17,478,10860
16039,ID,2020,13318,97,225,1693,34856
16041,ID,2020,2936,19,87,1783,27308
16043,ID,2020,4964,33,88,1436,28452
16045,ID,2020,10129,45,121,1552,34619
16047,ID,2020,7522,55,67,1119,23338
16049,ID,2020,9358,106,118,1811,37906
16051,ID,2020,7765,25,252,3017,53153
16053,ID,2020,9419,24,100,1461,29674
16055,ID,2020,112619,1083,1594,11260,249389
16057,ID,2020,49921,999,608,5385,49161
16059,ID,2020,5361,12,78,784,18508
16061,ID,2020,2269,13,16,295,7793
16063,ID,2020,2691,18,21,476,7463
16065,ID,2020,7968,37,644,6517,65710
16067,ID,2020,8412,30,87,1531,32385
16069,ID,2020,36559,141,296,3217,66347
16071,ID,2020,1642,8,27,568,10456
16073,ID,2020,4492,22,57,658,17998
16075,ID,2020,11845,80,166,1492,38560
16077,ID,2020,5157,9,41,654,11383
16079,ID,2020,12431,92,71,1145,18966
16081,ID,2020,11841,151,109,1038,13726
16083,ID,2020,44021,310,770,6729,119996
16085,ID,2020,12361,201,73,1042,17700
16087,ID,2020,6207,64,57,830,19906
17001,IL,2020,60459,473,483,2777,124302
17003,IL,2020,10903,33,7,274,9580
17005,IL,2020,17507,154,158,1090,26427
17007,IL,2020,55511,471,360,2811,67413
17009,IL,2020,4707,39,47,293,9992
17011,IL,2020,45436,458,209,2256,54115
17013,IL,2020,6596,50,36,270,8974
17015,IL,2020,19475,193,111,1003,25059
17017,IL,2020,13260,111,50,593,18296
17019,IL,2020,273671,4298,1507,14138,212377
17021,IL,2020,33650,334,210,1864,55444
17023,IL,2020,16012,153,95,810,30881
17025,IL,2020,10471,104,88,653,26971
17027,IL,2020,34924,372,258,1953,65404
17029,IL,2020,54824,639,306,2848,73159
17031,IL,2020,9175751,54347,17657,169969,3126781
17033,IL,2020,17462,161,119,949,35032
17035,IL,2020,9601,93,63,716,21933
17037,IL,2020,126161,1363,783,6599,116430
17039,IL,2020,15716,180,139,1003,28524
17041,IL,2020,15924,175,119,934,32700
17043,IL,2020,1270649,11201,6249,52997,1158637
17045,IL,2020,16297,141,75,832,31459
17047,IL,2020,4724,51,31,332,14777
17049,IL,2020,24535,272,232,1736,74094
17051,IL,2020,17922,158,113,1029,37957
17053,IL,2020,11053,155,100,829,26236
17055,IL,2020,44638,429,141,1961,65287
17057,IL,2020,48716,368,179,2207,45996
17059,IL,2020,7346,50,18,307,9875
17061,IL,2020,12143,114,70,642,22107
17063,IL,2020,54184,382,356,2922,71914
17065,IL,2020,8448,86,41,483,16729
17067,IL,2020,20476,196,114,1149,34739
17069,IL,2020,4610,48,14,221,9076
17071,IL,2020,10834,85,49,402,11196
17073,IL,2020,67979,537,369,2972,76239
17075,IL,2020,21697,293,147,1550,57041
17077,IL,2020,77455,1422,311,4235,62297
17079,IL,2020,9026,67,53,502,21595
17081,IL,2020,35982,288,214,1882,61806
17083,IL,2020,23301,276,202,1279,37962
17085,IL,2020,31537,375,125,1409,35469
17087,IL,2020,9607,120,53,681,24865
17089,IL,2020,566968,4475,2878,21768,523162
17091,IL,2020,124770,904,804,5361,144112
17093,IL,2020,126083,815,810,5468,133342
17095,IL,2020,74403,570,258,2707,62596
17097,IL,2020,955536,6284,4160,34035,741739
17099,IL,2020,140119,1247,675,6166,149307
17101,IL,2020,13076,120,82,636,24423
17103,IL,2020,39164,417,229,2256,51935
17105,IL,2020,31308,358,244,1794,60863
17107,IL,2020,25254,274,211,1594,49843
17109,IL,2020,36229,418,173,1849,40145
17111,IL,2020,362070,3532,2176,16257,428839
17113,IL,2020,204514,2048,1624,10564,229737
17115,IL,2020,134060,1193,597,5300,157660
17117,IL,2020,57816,536,350,2763,72474
17119,IL,2020,358800,3069,2169,16358,372511
17121,IL,2020,39225,312,163,1718,60129
17123,IL,2020,14706,161,94,735,21296
17125,IL,2020,16815,148,78,810,22436
17127,IL,2020,13785,97,65,652,26746
17129,IL,2020,12946,168,95,740,24885
17131,IL,2020,24657,204,134,1070,26027
17133,IL,2020,38857,345,309,2032,64640
17135,IL,2020,31479,244,204,1628,44177
17137,IL,2020,34594,308,198,1933,52039
17139,IL,2020,12872,102,87,714,23760
17141,IL,2020,54936,610,389,3030,84409
17143,IL,2020,247478,1839,1309,8861,222687
17145,IL,2020,23226,225,69,1145,35152
17147,IL,2020,19535,252,168,1255,32297
17149,IL,2020,14246,130,110,846,31141
17151,IL,2020,4148,35,16,236,9101
17153,IL,2020,7770,38,23,244,9681
17155,IL,2020,9305,75,33,391,9700
17157,IL,2020,33750,298,132,1612,52130
17159,IL,2020,13977,161,100,834,30784
17161,IL,2020,228193,1674,959,7654,160756
17163,IL,2020,390897,2235,1615,11124,301592
17165,IL,2020,24269,216,124,1179,42274
17167,IL,2020,260275,2621,1449,12888,306877
17169,IL,2020,8951,84,48,488,13679
17171,IL,2020,4988,42,31,268,10276
17173,IL,2020,20141,207,109,1155,43498
17175,IL,2020,6418,72,42,355,10358
17177,IL,2020,55312,570,328,2587,66952
17179,IL,2020,150519,1364,1175,8585,217397
17181,IL,2020,19753,221,89,896,31641
17183,IL,2020,79618,732,350,3182,107272
17185,IL,2020,10195,89,78,491,22634
17187,IL,2020,21869,164,99,915,24579
17189,IL,2020,14505,138,92,797,30376
17191,IL,2020,10644,100,90,674,36970
17193,IL,2020,14461,136,82,682,29850
17195,IL,2020,80337,669,382,3269,72570
17197,IL,2020,847004,5383,3672,27508,764328
17199,IL,2020,66225,645,420,3313,111765
17201,IL,2020,363256,3282,1719,13458,340107
17203,IL,2020,35357,366,314,2450,76761
18001,IN,2020,22062,45,287,1395,55964
18003,IN,2020,348216,585,3728,14024,490858
18005,IN,2020,65173,190,872,3650,113493
18007,IN,2020,7054,21,92,535,15336
18009,IN,2020,11229,19,132,529,18738
18011,IN,2020,53904,203,905,3713,107651
18013,IN,2020,17806,210,168,980,27568
18015,IN,2020,16141,87,185,991,34186
18017,IN,2020,30172,3,333,1923,55827
18019,IN,2020,119669,212,1108,4180,158391
18021,IN,2020,20210,25,208,1079,45147
18023,IN,2020,21773,46,246,1229,46734
18025,IN,2020,10754,17,106,529,16248
18027,IN,2020,15046,52,204,951,47665
18029,IN,2020,36596,12,387,1963,93604
18031,IN,2020,16903,11,273,1146,45247
18033,IN,2020,31088,71,425,1784,65827
18035,IN,2020,130977,386,890,5552,142426
18037,IN,2020,37251,42,432,2268,71438
18039,IN,2020,137013,679,1241,5920,250336
18041,IN,2020,19474,31,144,1054,35377
18043,IN,2020,89597,76,850,3436,121030
18045,IN,2020,13630,20,200,928,30306
18047,IN,2020,15935,26,169,1018,45366
18049,IN,2020,16130,40,170,930,34413
18051,IN,2020,30307,77,321,1441,57701
18053,IN,2020,54128,88,584,2743,100358
18055,IN,2020,25881,58,290,1478,53589
18057,IN,2020,283543,726,3894,14453,492398
18059,IN,2020,56407,128,1016,3866,135588
18061,IN,2020,36062,104,323,1848,68425
18063,IN,2020,125198,182,2052,7494,253260
18065,IN,2020,43163,13,434,2590,74130
18067,IN,2020,83421,355,858,4125,134744
18069,IN,2020,26196,169,408,1760,67679
18071,IN,2020,31759,27,381,1945,67696
18073,IN,2020,24265,75,288,1350,51657
18075,IN,2020,16533,18,169,987,31218
18077,IN,2020,31274,90,296,1396,46703
18079,IN,2020,21107,47,238,1418,42691
18081,IN,2020,105928,208,1618,6667,239844
18083,IN,2020,32585,80,282,1491,59458
18085,IN,2020,42537,97,903,3516,134656
18087,IN,2020,16252,51,168,936,38935
18089,IN,2020,735824,1735,3212,16071,438850
18091,IN,2020,135440,413,968,5600,125127
18093,IN,2020,32575,101,463,2074,75160
18095,IN,2020,137963,12,1026,6237,177245
18097,IN,2020,1215432,3221,7228,35983,829239
18099,IN,2020,35670,113,362,2005,70138
18101,IN,2020,7989,14,104,565,20532
18103,IN,2020,23828,49,306,1835,55387
18105,IN,2020,193451,3079,1105,6852,128243
18107,IN,2020,25294,132,326,1582,62394
18109,IN,2020,44998,153,862,3179,123389
18111,IN,2020,11883,28,140,774,22618
18113,IN,2020,30382,66,335,1702,66708
18115,IN,2020,5596,6,353,273,10955
18117,IN,2020,16087,46,174,931,31758
18119,IN,2020,15548,85,198,1085,31935
18121,IN,2020,12821,20,110,744,26797
18123,IN,2020,23676,26,174,864,24104
18125,IN,2020,12560,3,113,740,23249
18127,IN,2020,206030,658,1656,8507,218054
18129,IN,2020,26208,54,214,1145,46175
18131,IN,2020,10824,17,97,674,22148
18133,IN,2020,26369,144,371,1644,56266
18135,IN,2020,21285,21,243,1173,41027
18137,IN,2020,19681,27,229,1267,51557
18139,IN,2020,13099,21,143,900,30343
18141,IN,2020,337658,960,1925,10833,309108
18143,IN,2020,21349,41,134,921,30943
18145,IN,2020,31509,71,400,2092,69584
18147,IN,2020,22811,42,199,1041,35475
18149,IN,2020,21849,27,174,1085,32239
18151,IN,2020,27842,47,312,1483,53067
18153,IN,2020,18915,4,150,820,31392
18155,IN,2020,7784,15,55,451,13495
18157,IN,2020,165829,1064,1832,8294,180931
18159,IN,2020,13698,7,171,814,31336
18161,IN,2020,5665,11,59,339,13320
18163,IN,2020,192082,426,1322,6724,236550
18165,IN,2020,18002,13,151,821,22799
18167,IN,2020,114802,173,900,4111,122981
18169,IN,2020,24138,126,317,1300,55393
18171,IN,2020,7719,21,96,467,15625
18173,IN,2020,59860,114,557,2578,101938
18175,IN,2020,21445,58,233,1350,43158
18177,IN,2020,62944,223,571,3034,93333
18179,IN,2020,19784,32,261,1258,55543
18181,IN,2020,21030,41,170,1356,39562
18183,IN,2020,25882,33,453,1729,61194
20001,KS,2020,11115,164,104,784,21983
20003,KS,2020,6195,94,81,568,14486
20005,KS,2020,16447,233,175,1122,23921
20007,KS,2020,2882,73,37,273,11006
20009,KS,2020,15615,251,182,1270,48140
20011,KS,2020,11694,159,112,820,26013
20013,KS,2020,7140,120,105,561,18059
20015,KS,2020,46445,497,705,3936,109834
20017,KS,2020,2211,56,23,197,5846
20019,KS,2020,1937,36,25,208,8236
20021,KS,2020,18232,225,168,1015,35387
20023,KS,2020,1631,47,22,151,7328
20025,KS,2020,1231,34,20,144,5371
20027,KS,2020,5158,93,111,452,18026
20029,KS,2020,6412,210,101,610,18375
20031,KS,2020,5999,96,112,557,18455
20033,KS,2020,976,18,28,111,4539
20035,KS,2020,27508,416,302,1794,51986
20037,KS,2020,40854,630,421,2314,49898
20039,KS,2020,1784,51,20,187,7487
20041,KS,2020,12888,322,163,1172,36606
20043,KS,2020,5489,90,47,471,15209
20045,KS,2020,182528,4031,1424,8181,104910
20047,KS,2020,1947,33,19,174,6378
20049,KS,2020,1770,34,26,180,6478
20051,KS,2020,21505,543,305,1665,49237
20053,KS,2020,4348,130,57,416,12172
20055,KS,2020,18259,182,239,1148,40652
20057,KS,2020,15539,200,165,957,34931
20059,KS,2020,21951,306,308,1697,43043
20061,KS,2020,18719,158,297,925,27141
20063,KS,2020,1295,44,14,171,7053
20065,KS,2020,1677,47,29,184,6361
20067,KS,2020,3294,39,47,250,11841
20069,KS,2020,2254,27,36,217,10302
20071,KS,2020,706,24,14,71,3429
20073,KS,2020,4092,81,64,400,12487
20075,KS,2020,1151,15,20,115,4729
20077,KS,2020,3736,75,49,414,12152
20079,KS,2020,33428,651,380,2218,54249
20081,KS,2020,1496,16,20,136,7277
20083,KS,2020,1108,21,16,93,5251
20085,KS,2020,11656,123,186,864,22525
20087,KS,2020,18484,321,254,1268,31425
20089,KS,2020,1699,57,29,239,7971
20091,KS,2020,728712,6493,7324,36578,892217
20093,KS,2020,1610,16,24,123,6756
20095,KS,2020,4942,86,67,522,16133
20097,KS,2020,1183,34,29,145,6305
20099,KS,2020,19262,230,173,1062,30688
20101,KS,2020,1019,23,18,106,4702
20103,KS,2020,69479,679,994,4287,101630
20105,KS,2020,1977,98,30,203,7494
20107,KS,2020,7445,91,102,563,19356
20109,KS,2020,1236,49,23,180,7037
20111,KS,2020,32163,417,383,2121,41873
20113,KS,2020,21888,534,340,1838,54091
20115,KS,2020,8917,189,130,841,25188
20117,KS,2020,9204,134,126,640,19715
20119,KS,2020,1844,33,39,185,9258
20121,KS,2020,29084,294,382,1880,57175
20123,KS,2020,3764,115,39,370,14538
20125,KS,2020,22812,269,267,1624,54643
20127,KS,2020,4768,104,46,433,11152
20129,KS,2020,1312,19,14,114,6744
20131,KS,2020,6933,102,93,676,24140
20133,KS,2020,12922,194,111,888,26865
20135,KS,2020,1583,49,25,163,7810
20137,KS,2020,2611,65,44,280,11439
20139,KS,2020,13758,171,194,1136,28348
20141,KS,2020,2179,74,35,241,9077
20143,KS,2020,3418,145,75,416,13821
20145,KS,2020,4563,93,51,355,11753
20147,KS,2020,2693,85,45,289,13204
20149,KS,2020,14685,252,318,2283,42108
20151,KS,2020,6492,149,96,488,17545
20153,KS,2020,1435,49,29,202,7714
20155,KS,2020,51863,877,612,3774,98713
20157,KS,2020,3127,103,51,341,12795
20159,KS,2020,6286,128,92,575,17640
20161,KS,2020,55674,1171,796,3645,68679
20163,KS,2020,2574,105,35,338,12599
20165,KS,2020,2421,82,32,240,7399
20167,KS,2020,4086,121,77,345,15531
20169,KS,2020,44768,1367,595,3639,85078
20171,KS,2020,1898,52,41,233,11165
20173,KS,2020,447211,4669,5402,27684,644229
20175,KS,2020,8692,60,89,458,22080
20177,KS,2020,226233,2529,2199,11020,235717
20179,KS,2020,1216,55,16,128,7017
20181,KS,2020,3321,60,62,392,12275
20183,KS,2020,2511,79,30,228,10104
20185,KS,2020,2680,54,32,253,9210
20187,KS,2020,974,16,14,70,3920
20189,KS,2020,1647,34,34,171,10573
20191,KS,2020,17444,306,232,1512,41354
20193,KS,2020,4106,93,55,437,17492
20195,KS,2020,2101,69,25,169,7521
20197,KS,2020,5720,96,93,604,14581
20199,KS,2020,469,14,11,89,4379
20201,KS,2020,3375,77,45,412,14065
20203,KS,2020,999,15,11,91,4966
20205,KS,2020,5551,100,78,520,17627
20207,KS,2020,2510,59,24,222,6578
20209,KS,2020,208435,1287,1063,5676,98685
21001,KY,2020,9586,48,60,621,36354
21003,KY,2020,10696,31,99,604,34111
21005,KY,2020,18801,120,183,1110,42878
21007,KY,2020,7896,23,32,363,15914
21009,KY,2020,30382,108,201,1456,69755
21011,KY,2020,11609,49,44,420,16149
21013,KY,2020,17512,102,78,744,42019
21015,KY,2020,89483,485,981,6001,207972
21017,KY,2020,18793,126,106,888,30105
21019,KY,2020,49439,274,287,1925,70948
21021,KY,2020,27428,177,210,1216,46206
21023,KY,2020,5994,37,27,341,14632
21025,KY,2020,12834,57,52,640,18871
21027,KY,2020,15724,48,103,726,34834
21029,KY,2020,56192,270,563,3028,131813
21031,KY,2020,7609,27,63,391,24563
21033,KY,2020,11225,54,58,546,24410
21035,KY,2020,33388,236,227,1788,57147
21037,KY,2020,91026,720,763,5165,148147
21039,KY,2020,4775,14,15,183,10926
21041,KY,2020,8856,57,44,378,13566
21043,KY,2020,22376,97,107,1148,36932
21045,KY,2020,6286,36,53,436,30637
21047,KY,2020,46364,137,348,1534,81084
21049,KY,2020,32266,191,226,1531,58953
21051,KY,2020,7870,28,40,496,35076
21053,KY,2020,4647,24,30,298,21617
21055,KY,2020,6610,41,47,330,17379
21057,KY,2020,3847,22,21,262,14119
21059,KY,2020,96850,506,670,5006,155447
21061,KY,2020,8798,17,60,312,22602
21063,KY,2020,7762,19,18,331,7972
21065,KY,2020,8872,51,64,443,23436
21067,KY,2020,393737,3052,2382,17047,357319
21069,KY,2020,11231,43,37,512,24499
21071,KY,2020,41382,129,111,1649,53448
21073,KY,2020,69142,449,365,2706,70465
21075,KY,2020,6617,20,18,203,8929
21077,KY,2020,6324,38,58,343,12210
21079,KY,2020,10510,43,86,542,31913
21081,KY,2020,15423,90,139,779,37523
21083,KY,2020,29560,131,187,1480,64384
21085,KY,2020,15766,58,85,831,43694
21087,KY,2020,6518,31,29,354,24110
21089,KY,2020,36461,178,178,1457,58243
21091,KY,2020,9780,49,67,512,14391
21093,KY,2020,85511,437,753,4088,147647
21095,KY,2020,16979,110,81,782,45952
21097,KY,2020,15283,114,85,754,29493
21099,KY,2020,12882,53,76,552,28313
21101,KY,2020,48641,217,244,1646,62873
21103,KY,2020,13708,73,86,724,26146
21105,KY,2020,4271,18,21,147,8754
21107,KY,2020,35796,160,226,1684,78435
21109,KY,2020,3912,45,33,380,27562
21111,KY,2020,1121799,5935,4779,33477,906385
21113,KY,2020,37057,266,447,2735,83560
21115,KY,2020,13527,85,77,852,40259
21117,KY,2020,149813,1293,1360,8718,252211
21119,KY,2020,15723,42,28,573,21013
21121,KY,2020,16945,83,109,895,51680
21123,KY,2020,9978,41,86,609,26043
21125,KY,2020,26590,138,282,1727,109485
21127,KY,2020,10802,47,50,488,24671
21129,KY,2020,3964,17,25,224,12176
21131,KY,2020,4521,28,23,307,23169
21133,KY,2020,16556,127,69,970,35590
21135,KY,2020,7420,39,61,390,22883
21137,KY,2020,14927,71,129,803,39307
21139,KY,2020,8823,43,44,426,18352
21141,KY,2020,20782,61,145,805,42828
21143,KY,2020,8536,30,25,297,14341
21145,KY,2020,64444,302,376,2918,114579
21147,KY,2020,6664,38,34,321,26760
21149,KY,2020,9027,44,56,392,16908
21151,KY,2020,72111,525,726,3934,124210
21153,KY,2020,11369,23,40,414,19444
21155,KY,2020,18592,93,55,721,26041
21157,KY,2020,31034,140,165,1572,61876
21159,KY,2020,5366,36,17,309,18666
21161,KY,2020,14637,88,85,648,26673
21163,KY,2020,22443,104,235,1091,44612
21165,KY,2020,6096,19,24,261,9345
21167,KY,2020,17869,129,140,887,41954
21169,KY,2020,7516,41,56,427,17981
21171,KY,2020,5577,15,30,283,25239
21173,KY,2020,23062,87,154,939,39375
21175,KY,2020,9833,44,27,450,18319
21177,KY,2020,30739,87,138,1023,46365
21179,KY,2020,40892,212,268,1865,67821
21181,KY,2020,6288,42,27,268,10895
21183,KY,2020,18460,103,99,952,40405
21185,KY,2020,58328,349,601,3434,114677
21187,KY,2020,8364,68,46,455,19643
21189,KY,2020,1905,10,6,98,8726
21191,KY,2020,9982,57,56,561,24440
21193,KY,2020,20891,103,98,792,42565
21195,KY,2020,51926,169,154,1881,93887
21197,KY,2020,10581,63,67,424,18102
21199,KY,2020,31682,178,323,1922,124299
21201,KY,2020,2020,24,6,92,4055
21203,KY,2020,7050,45,56,459,30767
21205,KY,2020,22748,136,137,917,26719
21207,KY,2020,8918,54,84,565,37771
21209,KY,2020,45320,272,480,2388,75829
21211,KY,2020,37569,179,301,1859,70468
21213,KY,2020,15563,38,128,604,27199
21215,KY,2020,13043,35,124,813,35003
21217,KY,2020,17733,70,119,837,46213
21219,KY,2020,8177,14,58,338,20143
21221,KY,2020,11895,69,75,531,26280
21223,KY,2020,7339,37,60,368,14539
21225,KY,2020,12551,54,67,449,23024
21227,KY,2020,100423,407,823,4711,158175
21229,KY,2020,9805,59,72,423,21818
21231,KY,2020,12115,45,69,514,33054
21233,KY,2020,11499,52,54,467,21353
21235,KY,2020,18872,107,177,957,61187
21237,KY,2020,6941,11,21,245,9503
21239,KY,2020,29873,199,237,1498,43235
22001,LA,2020,42498,227,241,2047,112814
22003,LA,2020,17427,115,73,1186,36444
22005,LA,2020,95189,340,816,4842,183404
22007,LA,2020,28081,119,68,1208,35403
22009,LA,2020,36095,170,161,1870,59730
22011,LA,2020,18458,155,172,1460,64975
22013,LA,2020,20087,50,49,720,21945
22015,LA,2020,78210,295,632,3868,194506
22017,LA,2020,321124,734,1021,7366,302690
22019,LA,2020,177664,895,1083,8280,295717
22021,LA,2020,6410,37,21,416,21259
22023,LA,2020,4470,46,23,497,19059
22025,LA,2020,9049,28,26,367,19381
22027,LA,2020,17062,35,29,517,21842
22029,LA,2020,21063,54,64,706,32199
22031,LA,2020,31479,67,79,964,42887
22033,LA,2020,579527,2105,2440,18919,549833
22035,LA,2020,12339,16,20,269,7538
22037,LA,2020,25507,60,89,817,31534
22039,LA,2020,31069,140,96,1700,56626
22041,LA,2020,16664,51,45,713,37560
22043,LA,2020,9310,57,79,829,40208
22045,LA,2020,70537,365,253,3041,119829
22047,LA,2020,52023,175,141,1613,41575
22049,LA,2020,14150,53,51,590,30270
22051,LA,2020,436174,2293,1935,18288,644959
22053,LA,2020,23602,143,131,1540,56490
22055,LA,2020,194724,1510,1512,10894,373984
22057,LA,2020,65424,424,424,5069,164973
22059,LA,2020,5419,57,39,481,33121
22061,LA,2020,44982,124,276,1950,63524
22063,LA,2020,51234,384,817,5249,251348
22065,LA,2020,16475,37,23,343,12427
22067,LA,2020,32406,103,56,994,40973
22069,LA,2020,44105,109,172,1887,53050
22071,LA,2020,814854,3025,1603,17322,189251
22073,LA,2020,145272,529,624,5596,243535
22075,LA,2020,22346,104,103,961,41845
22077,LA,2020,31924,108,94,1010,37681
22079,LA,2020,115771,446,693,5142,212290
22081,LA,2020,12232,35,31,453,14478
22083,LA,2020,19444,51,53,792,34857
22085,LA,2020,13462,81,49,850,44084
22087,LA,2020,41299,397,188,2124,75411
22089,LA,2020,53551,215,294,2750,93976
22091,LA,2020,20278,65,43,614,14462
22093,LA,2020,39911,61,47,1019,30409
22095,LA,2020,71896,164,118,2005,48101
22097,LA,2020,110750,225,301,2875,122031
22099,LA,2020,55720,268,205,2654,87228
22101,LA,2020,54298,214,173,1985,80440
22103,LA,2020,163167,1199,1868,12319,492683
22105,LA,2020,101113,405,589,4570,181391
22107,LA,2020,8920,20,11,217,7759
22109,LA,2020,73614,310,434,4436,171624
22111,LA,2020,17817,66,76,1043,44788
22113,LA,2020,39641,307,228,2851,106536
22115,LA,2020,20960,151,188,1537,71500
22117,LA,2020,38203,126,120,1760,69865
22119,LA,2020,39874,120,119,1794,66679
22121,LA,2020,32308,69,122,1021,38933
22123,LA,2020,5706,25,12,391,22920
22125,LA,2020,13802,62,66,507,19103
22127,LA,2020,11376,52,36,513,26794
25001,MA,2020,444029,8614,1856,15731,333763
25003,MA,2020,279497,4937,927,9889,96642
25005,MA,2020,856919,10981,3667,32564,555036
25007,MA,2020,46944,1065,138,1343,15259
25009,MA,2020,1281254,19854,5356,47645,813946
25011,MA,2020,152994,5007,692,7853,61688
25013,MA,2020,697424,11492,2971,27767,441228
25015,MA,2020,323180,10778,1086,13797,126686
25017,MA,2020,2918749,50013,10649,103611,1396568
25019,MA,2020,23772,419,81,774,11520
25021,MA,2020,1286362,19258,5191,46599,764947
25023,MA,2020,813365,12345,4310,33009,658937
25025,MA,2020,1284776,16746,2959,31873,325591
25027,MA,2020,1213813,20713,7130,57362,903094
24001,MD,2020,59001,730,308,3647,113427
24003,MD,2020,745840,6740,4652,38386,744178
24005,MD,2020,1254403,10364,4927,50818,908385
24009,MD,2020,110593,787,733,5550,137590
24011,MD,2020,26251,288,229,1562,48460
24013,MD,2020,162142,2218,2028,14745,326714
24015,MD,2020,91688,1023,706,5820,145018
24017,MD,2020,255148,1163,769,6590,152313
24019,MD,2020,37914,319,174,1275,46969
24021,MD,2020,313584,2738,2282,17788,342456
24023,MD,2020,18871,267,212,1417,58023
24025,MD,2020,283803,2875,2473,18229,427879
24027,MD,2020,541356,4428,2471,23372,318558
24029,MD,2020,27604,338,117,1149,28901
24031,MD,2020,1921639,15576,4247,56519,696801
24033,MD,2020,1880242,7846,1810,27508,249987
24035,MD,2020,49140,610,411,3037,91103
24037,MD,2020,105094,768,1112,6611,151572
24039,MD,2020,26275,180,82,779,29652
24041,MD,2020,50779,507,274,2267,64166
24043,MD,2020,137068,1336,836,7929,216330
24045,MD,2020,108781,1054,538,4710,127091
24047,MD,2020,63738,562,336,2646,93430
24510,MD,2020,1179583,6850,1761,23798,170811
23001,ME,2020,167228,2991,1105,9638,146799
23003,ME,2020,100648,1288,421,5356,105300
23005,ME,2020,590022,10730,2957,23971,346094
23007,ME,2020,51568,1298,353,3470,43442
23009,ME,2020,102232,2893,549,5185,80239
23011,ME,2020,200875,3685,1406,11351,172727
23013,ME,2020,75387,2058,355,4147,54236
23015,ME,2020,65308,1522,420,3428,57302
23017,ME,2020,91671,1856,650,6355,84956
23019,ME,2020,221619,4518,1854,12627,233448
23021,ME,2020,23317,531,173,1703,30970
23023,ME,2020,67350,1527,473,3578,53325
23025,ME,2020,69910,1469,466,4719,78922
23027,ME,2020,65784,2037,402,4052,58788
23029,ME,2020,43584,945,232,2789,51079
23031,ME,2020,353950,5890,2189,16878,279521
(blank),ME,2020,5088,0,,446,1506
26001,MI,2020,14809,135,50,552,22768
26003,MI,2020,12866,135,41,526,14577
26005,MI,2020,122320,1073,943,6262,198978
26007,MI,2020,39591,290,220,1375,48633
26009,MI,2020,30995,340,189,1381,48799
26011,MI,2020,20743,129,97,776,26234
26013,MI,2020,8993,151,31,369,12195
26015,MI,2020,66932,695,479,3608,110113
26017,MI,2020,167559,1127,688,5605,157757
26019,MI,2020,27653,341,128,1070,31358
26021,MI,2020,201777,1327,1062,7061,233270
26023,MI,2020,40241,326,216,1652,64946
26025,MI,2020,174065,1313,890,6200,182985
26027,MI,2020,56419,416,286,2054,78224
26029,MI,2020,35519,467,160,1473,49053
26031,MI,2020,33715,280,196,1377,47688
26033,MI,2020,40884,400,233,1699,52996
26035,MI,2020,36553,296,162,1391,46172
26037,MI,2020,105533,696,659,4163,127153
26039,MI,2020,17133,200,69,786,24108
26041,MI,2020,49697,432,249,1757,61176
26043,MI,2020,30797,316,187,1356,47600
26045,MI,2020,163514,1155,895,6327,166088
26047,MI,2020,44671,593,284,2120,61252
26049,MI,2020,743213,4172,2234,17847,477659
26051,MI,2020,32584,252,142,1195,43582
26053,MI,2020,23797,306,67,800,23256
