county_fips,state_po,year,democrats,green,libertarian,other,republican
26055,MI,2020,126408,1414,796,5390,158969
26057,MI,2020,42989,314,240,1689,56691
26059,MI,2020,40171,419,261,2262,77367
26061,MI,2020,40464,567,285,2196,51934
26063,MI,2020,39482,262,145,1400,59245
26065,MI,2020,494271,3746,1873,14741,285344
26067,MI,2020,62964,502,490,3476,96299
26069,MI,2020,36331,341,152,1417,45242
26071,MI,2020,16493,174,54,574,20253
26073,MI,2020,77755,768,365,2873,70980
26075,MI,2020,186756,1542,1113,7567,231250
26077,MI,2020,407205,3580,2064,13788,317474
26079,MI,2020,18297,197,142,949,31906
26081,MI,2020,822266,5976,5495,34939,937985
26083,MI,2020,3561,57,17,213,4727
26085,MI,2020,15157,122,65,500,16325
26087,MI,2020,103189,907,573,5031,157991
26089,MI,2020,40183,496,134,1261,44149
26091,MI,2020,123236,879,690,5169,148903
26093,MI,2020,224940,1761,1511,10209,361834
26095,MI,2020,5706,82,27,302,10164
26097,MI,2020,15748,149,56,532,21691
26099,MI,2020,1200854,7294,4462,37694,1234535
26101,MI,2020,36705,354,154,1441,38179
26103,MI,2020,107172,1067,511,4023,84711
26105,MI,2020,38668,358,143,1595,48629
26107,MI,2020,43848,376,303,1834,59768
26109,MI,2020,29001,293,125,1095,36709
26111,MI,2020,108593,910,701,5055,143959
26113,MI,2020,13085,139,111,676,30497
26115,MI,2020,202972,1189,1086,7489,233832
26117,MI,2020,63313,539,428,3251,93298
26119,MI,2020,11702,103,11,547,19488
26121,MI,2020,263351,1400,1219,7960,206619
26123,MI,2020,50337,417,331,2373,83356
26125,MI,2020,2099374,12128,7282,59502,1779596
26127,MI,2020,30423,236,166,1386,40809
26129,MI,2020,26798,217,134,1115,35810
26131,MI,2020,9496,148,30,436,12887
26133,MI,2020,23228,214,135,1126,40657
26135,MI,2020,9399,99,39,467,15714
26137,MI,2020,27322,341,177,1329,45386
26139,MI,2020,268395,2233,2315,14699,531627
26141,MI,2020,18899,141,70,761,24872
26143,MI,2020,35976,281,121,1258,44793
26145,MI,2020,315853,1649,1007,8404,269516
26147,MI,2020,199752,1554,1109,8638,262354
26149,MI,2020,57444,497,416,2521,87121
26151,MI,2020,42134,360,213,1975,74880
26153,MI,2020,11180,68,40,423,14201
26155,MI,2020,96888,737,524,4317,109832
26157,MI,2020,64545,508,327,2671,93981
26159,MI,2020,94886,777,504,3850,103582
26161,MI,2020,733687,5494,1956,17626,331144
26163,MI,2020,3503006,13750,6567,58777,1407713
26165,MI,2020,35197,394,259,1635,54777
27001,MN,2020,24117,427,55,1502,29419
27003,MN,2020,500217,7347,2475,31088,544137
27005,MN,2020,38322,626,168,2668,59320
27007,MN,2020,61844,1344,256,3991,60953
27009,MN,2020,43615,943,351,3512,66147
27011,MN,2020,7837,123,14,510,9071
27013,MN,2020,99441,1900,477,6916,90775
27015,MN,2020,29763,599,136,2658,49419
27017,MN,2020,61530,695,231,3118,43306
27019,MN,2020,122599,1522,822,8452,171676
27021,MN,2020,37794,723,111,2383,55228
27023,MN,2020,16943,280,58,1113,19954
27025,MN,2020,68203,1227,464,4882,99015
27027,MN,2020,84319,1064,410,5523,79561
27029,MN,2020,9327,148,28,571,15522
27031,MN,2020,11324,305,36,725,7604
27033,MN,2020,13933,221,55,824,21243
27035,MN,2020,80587,1406,357,5337,120086
27037,MN,2020,679752,8626,2957,37442,619310
27039,MN,2020,23618,366,167,2042,35106
27041,MN,2020,46575,802,238,3226,74494
27043,MN,2020,19218,328,72,1398,27280
27045,MN,2020,30902,433,135,1955,33818
27047,MN,2020,50418,606,146,2656,46834
27049,MN,2020,67968,1195,397,4414,79840
27051,MN,2020,9265,222,43,709,11423
27053,MN,2020,2498292,38032,7526,107109,1349662
27055,MN,2020,29963,450,114,1743,32352
27057,MN,2020,25806,532,134,1715,40394
27059,MN,2020,43197,832,304,3447,71983
27061,MN,2020,69986,1214,247,4170,69219
27063,MN,2020,13139,206,53,919,19256
27065,MN,2020,18860,367,93,1485,28322
27067,MN,2020,53193,787,211,3431,71511
27069,MN,2020,7002,76,44,543,7666
27071,MN,2020,18630,319,60,1159,20565
27073,MN,2020,11519,167,20,659,12705
27075,MN,2020,22732,452,78,1079,16805
27077,MN,2020,4823,78,22,389,8472
27079,MN,2020,35869,645,169,2473,49192
27081,MN,2020,7891,111,23,594,10387
27083,MN,2020,30063,488,140,2241,41434
27085,MN,2020,38185,739,292,3520,68392
27087,MN,2020,7014,102,9,423,6101
27089,MN,2020,11047,168,37,994,17882
27091,MN,2020,23261,400,98,1672,39249
27093,MN,2020,27101,558,122,2308,43487
27095,MN,2020,30068,479,181,2222,44709
27097,MN,2020,32772,685,173,2899,65535
27099,MN,2020,62097,725,177,3164,47325
27101,MN,2020,11560,159,32,857,16287
27103,MN,2020,52885,920,222,3318,49547
27105,MN,2020,21361,257,59,1306,29773
27107,MN,2020,10056,133,31,732,9842
27109,MN,2020,222915,2461,1078,14408,216406
27111,MN,2020,69201,1196,257,4918,118373
27113,MN,2020,16708,267,103,1358,22232
27115,MN,2020,37209,785,168,2543,45041
27117,MN,2020,10051,152,25,765,18128
27119,MN,2020,37267,398,123,2497,49940
27121,MN,2020,16953,280,56,989,20532
27123,MN,2020,1067586,16584,2865,46371,508777
27125,MN,2020,5072,75,18,534,6810
27127,MN,2020,16285,325,76,1419,29273
27129,MN,2020,19231,374,68,1449,26928
27131,MN,2020,95839,1754,372,5239,85757
27133,MN,2020,11035,129,35,760,18142
27135,MN,2020,14483,194,81,1183,30413
27137,MN,2020,418135,6686,1388,19851,246806
27139,MN,2020,168923,2069,1048,11289,222876
27141,MN,2020,94837,1654,734,7200,163258
27143,MN,2020,16081,383,71,1521,28998
27145,MN,2020,184155,4095,1036,13514,256913
27147,MN,2020,46774,766,278,3593,62437
27149,MN,2020,14816,411,44,1019,17180
27151,MN,2020,14991,229,42,892,15568
27153,MN,2020,25331,508,85,2122,44570
27155,MN,2020,5187,91,12,336,6165
27157,MN,2020,29693,604,133,2056,38491
27159,MN,2020,14123,267,54,1027,26575
27161,MN,2020,22978,432,123,1825,32983
27163,MN,2020,407763,5368,1895,21729,388916
27165,MN,2020,13629,228,28,987,16446
27167,MN,2020,6942,82,41,673,12462
27169,MN,2020,81287,1830,272,5086,71263
27171,MN,2020,140228,2250,992,11339,233529
27173,MN,2020,13820,243,45,975,17977
29001,MO,2020,26203,344,157,1409,36402
29003,MO,2020,16254,147,120,959,34048
29005,MO,2020,4879,38,47,254,12032
29007,MO,2020,22116,145,175,1066,38616
29009,MO,2020,22313,220,180,1308,60927
29011,MO,2020,7121,88,47,444,27367
29013,MO,2020,15902,98,120,931,31700
29015,MO,2020,17290,119,152,551,36943
29017,MO,2020,7804,54,51,529,25650
29019,MO,2020,244552,2243,1968,11275,215326
29021,MO,2020,95100,903,529,4797,117775
29023,MO,2020,25678,191,188,1296,73112
29025,MO,2020,7994,83,50,571,17145
29027,MO,2020,37777,288,371,2183,70352
29029,MO,2020,37270,290,255,1767,88440
29031,MO,2020,61090,477,520,3066,149708
29033,MO,2020,7408,60,32,309,19248
29035,MO,2020,4553,46,18,288,12120
29037,MO,2020,102388,682,908,5330,178268
29039,MO,2020,9642,95,80,633,27147
29041,MO,2020,8626,35,40,351,15523
29043,MO,2020,58290,375,638,3657,155647
29045,MO,2020,7978,65,32,313,12440
29047,MO,2020,289529,1787,2019,12174,323064
29049,MO,2020,21860,154,150,1202,36116
29051,MO,2020,73380,465,603,3242,144496
29053,MO,2020,14618,105,139,837,30815
29055,MO,2020,17781,117,102,686,39330
29057,MO,2020,5713,47,42,329,17788
29059,MO,2020,12148,97,72,768,30912
29061,MO,2020,6770,64,49,432,14784
29063,MO,2020,7909,72,62,545,18617
29065,MO,2020,9379,75,81,711,29490
29067,MO,2020,9137,58,68,745,28535
29069,MO,2020,22584,89,61,679,42201
29071,MO,2020,99241,824,816,4946,178531
29073,MO,2020,12731,120,83,646,30493
29075,MO,2020,5862,41,34,358,12693
29077,MO,2020,287944,2223,2454,14834,453311
29079,MO,2020,7495,110,42,499,19231
29081,MO,2020,6049,70,22,443,16580
29083,MO,2020,22371,142,114,1057,38907
29085,MO,2020,9980,67,39,461,18156
29087,MO,2020,3720,28,23,200,11023
29089,MO,2020,10371,98,106,656,17884
29091,MO,2020,25989,230,197,1803,71715
29093,MO,2020,9961,75,33,505,15825
29095,MO,2020,571872,5719,3102,19855,576588
29097,MO,2020,77399,735,862,4932,192559
29099,MO,2020,248795,1516,1635,10509,334254
29101,MO,2020,44767,388,554,2920,75750
29103,MO,2020,3724,24,26,212,7752
29105,MO,2020,23040,178,181,1459,67586
29107,MO,2020,33837,245,240,1695,60011
29109,MO,2020,23970,216,202,1635,69698
29111,MO,2020,9040,40,61,415,17418
29113,MO,2020,45479,292,450,2585,87128
29115,MO,2020,12280,83,69,667,21603
29117,MO,2020,11719,112,57,636,25883
29119,MO,2020,11223,127,114,877,35160
29121,MO,2020,13976,86,78,630,30066
29123,MO,2020,9454,55,53,509,20175
29125,MO,2020,7623,42,50,408,18512
29127,MO,2020,24491,118,190,1036,49327
29129,MO,2020,2447,21,13,197,7908
29131,MO,2020,16168,154,133,985,49099
29133,MO,2020,11871,36,30,311,18466
29135,MO,2020,10326,68,88,600,28769
29137,MO,2020,8397,28,56,390,16540
29139,MO,2020,10653,82,84,449,22179
29141,MO,2020,16318,97,98,781,35503
29143,MO,2020,17319,54,43,542,27164
29145,MO,2020,37694,393,385,2169,109910
29147,MO,2020,20430,244,131,1116,35793
29149,MO,2020,8309,62,58,550,18346
29151,MO,2020,9026,54,67,528,31801
29153,MO,2020,7391,125,32,512,19447
29155,MO,2020,15833,43,45,305,21784
29157,MO,2020,13079,88,102,691,36011
29159,MO,2020,33599,281,381,1921,69660
29161,MO,2020,36523,316,367,2281,71108
29163,MO,2020,16819,98,93,716,27944
29165,MO,2020,121607,830,902,4857,146015
29167,MO,2020,21030,141,278,1429,55512
29169,MO,2020,23461,156,286,1324,53998
29171,MO,2020,3476,19,13,189,10437
29173,MO,2020,10184,43,51,331,20015
29175,MO,2020,19485,141,200,1113,40066
29177,MO,2020,25719,174,145,1388,37047
29179,MO,2020,6391,50,24,345,12510
29181,MO,2020,8581,65,34,580,23325
29183,MO,2020,434838,2448,3317,17499,631313
29185,MO,2020,8977,87,43,553,19262
29186,MO,2020,21928,141,111,916,27209
29187,MO,2020,53486,338,337,2173,85301
29189,MO,2020,1790990,10317,6119,44243,1318032
29195,MO,2020,23259,154,135,1040,32455
29197,MO,2020,3901,19,20,251,7707
29199,MO,2020,3807,44,25,219,8267
29201,MO,2020,31217,143,156,1184,70452
29203,MO,2020,7469,56,24,515,15224
29205,MO,2020,5741,45,46,286,13794
29207,MO,2020,19169,130,99,953,58200
29209,MO,2020,23978,201,146,1217,69219
29211,MO,2020,5390,29,14,309,10832
29213,MO,2020,32567,285,326,1849,92491
29215,MO,2020,16875,151,93,1161,46556
29217,MO,2020,15933,168,110,875,35497
29219,MO,2020,30593,194,322,1454,56020
29221,MO,2020,20364,117,94,902,33533
29223,MO,2020,10486,59,36,394,24484
29225,MO,2020,25675,194,254,1605,66403
29227,MO,2020,2083,15,14,155,4398
29229,MO,2020,11286,101,94,778,37255
29510,MO,2020,678719,3245,1497,10949,142503
36000,MO,2020,535792,698,1621,10108,148471
28001,MS,2020,49665,99,48,574,37607
28003,MS,2020,23591,110,118,1013,62412
28005,MS,2020,17553,38,21,257,25234
28007,MS,2020,20496,33,36,324,29562
28009,MS,2020,11796,22,12,190,12714
28011,MS,2020,55862,83,48,878,28422
28013,MS,2020,13382,35,15,284,25438
28015,MS,2020,11076,25,14,160,22402
28017,MS,2020,24022,45,75,497,24433
28019,MS,2020,7858,29,16,169,16221
28021,MS,2020,25008,22,11,209,4340
28023,MS,2020,16400,31,28,290,30362
28025,MS,2020,34083,53,48,421,24991
28027,MS,2020,40190,62,20,542,17768
28029,MS,2020,38417,63,58,478,37295
28031,MS,2020,20180,33,33,364,31407
28033,MS,2020,112891,398,722,3980,237648
28035,MS,2020,68646,407,329,1974,93868
28037,MS,2020,9493,23,21,202,16598
28039,MS,2020,8828,79,54,543,45810
28041,MS,2020,7367,18,20,245,24930
28043,MS,2020,27792,50,38,374,35244
28045,MS,2020,25357,308,183,1433,77585
28047,MS,2020,136386,1024,726,3943,236440
28049,MS,2020,390816,821,396,6780,185051
28051,MS,2020,40471,30,26,352,9689
28053,MS,2020,18887,21,10,167,8278
28055,MS,2020,2873,4,5,54,2075
28057,MS,2020,11921,85,79,644,45139
28059,MS,2020,96351,643,474,3114,205767
28061,MS,2020,26016,29,30,266,23770
28063,MS,2020,20082,12,14,144,3267
28065,MS,2020,21830,16,16,397,15482
28067,MS,2020,49422,174,169,1280,117576
28069,MS,2020,16974,27,10,159,11311
28071,MS,2020,45484,425,242,1623,61259
28073,MS,2020,30537,244,264,1487,106136
28075,MS,2020,69813,185,149,1247,110700
28077,MS,2020,14706,40,19,268,24730
28079,MS,2020,21716,26,19,265,29061
28081,MS,2020,65839,284,292,1738,126965
28083,MS,2020,47109,52,31,569,23086
28085,MS,2020,29204,79,64,545,62195
28087,MS,2020,66944,204,182,1380,78629
28089,MS,2020,108694,260,351,2274,158190
28091,MS,2020,24221,69,44,474,47500
28093,MS,2020,51622,100,48,685,37964
28095,MS,2020,37555,130,93,653,57871
28097,MS,2020,14129,18,9,168,17336
28099,MS,2020,17256,59,46,426,46035
28101,MS,2020,16789,36,47,357,38114
28103,MS,2020,26013,21,13,166,8518
28105,MS,2020,48200,306,255,1470,49105
28107,MS,2020,45023,52,48,612,42916
28109,MS,2020,25441,204,160,1265,98994
28111,MS,2020,8186,29,21,249,23594
28113,MS,2020,49737,132,91,708,49331
28115,MS,2020,16148,101,103,729,56037
28117,MS,2020,16650,60,70,522,42400
28119,MS,2020,14237,13,12,175,7117
28121,MS,2020,81105,323,555,3635,269611
28123,MS,2020,25982,49,38,365,37045
28125,MS,2020,9892,22,9,577,5179
28127,MS,2020,23940,62,49,471,43157
28129,MS,2020,10468,32,33,327,35104
28131,MS,2020,10553,73,57,504,29613
28133,MS,2020,40581,44,18,470,18628
28135,MS,2020,20924,35,20,298,15388
28137,MS,2020,25765,82,84,597,43023
28139,MS,2020,14610,69,43,547,40377
28141,MS,2020,11185,71,97,650,36891
28143,MS,2020,15474,16,9,200,5316
28145,MS,2020,15703,82,81,610,50687
28147,MS,2020,17409,36,19,299,23929
28149,MS,2020,56730,198,93,882,64406
28151,MS,2020,71979,89,53,1245,36940
28153,MS,2020,21322,53,45,349,34446
28155,MS,2020,7345,26,27,218,23068
28157,MS,2020,17897,41,12,253,8603
28159,MS,2020,24782,24,41,332,30707
28161,MS,2020,16878,58,26,305,19699
28163,MS,2020,33379,58,21,820,30510
30001,MT,2020,7641,218,130,781,19753
30003,MT,2020,15543,101,86,574,11034
30005,MT,2020,8655,58,59,541,7888
30007,MT,2020,4021,63,89,478,12792
30009,MT,2020,12119,237,163,1023,21207
30011,MT,2020,480,10,15,259,3900
30013,MT,2020,87365,1202,1114,6170,115341
30015,MT,2020,5455,86,83,523,10914
30017,MT,2020,9921,154,141,894,20735
30019,MT,2020,1572,39,20,177,4477
30021,MT,2020,7419,115,105,835,18353
30023,MT,2020,16254,232,143,962,10117
30025,MT,2020,1426,31,28,293,7085
30027,MT,2020,9205,165,142,978,26281
30029,MT,2020,83513,2037,1341,8386,170967
30031,MT,2020,133870,2545,2239,10417,143659
30033,MT,2020,364,12,8,95,3878
30035,MT,2020,17930,139,123,702,9907
30037,MT,2020,590,17,11,109,2274
30039,MT,2020,2943,75,45,378,7056
30041,MT,2020,18108,278,244,1410,20283
30043,MT,2020,12871,189,181,1249,24267
30045,MT,2020,1844,31,29,211,5568
30047,MT,2020,33107,762,388,2626,44171
30049,MT,2020,89654,1645,1113,6535,101658
30051,MT,2020,1603,24,13,169,4301
30053,MT,2020,14402,402,240,1813,38629
30055,MT,2020,1440,34,17,168,4907
30057,MT,2020,7588,161,125,714,18964
30059,MT,2020,1441,27,19,194,4252
30061,MT,2020,3674,127,49,492,7747
30063,MT,2020,188479,6999,1791,11298,137455
30065,MT,2020,2923,53,45,419,11049
30067,MT,2020,22184,498,261,2804,29384
30069,MT,2020,277,6,11,47,1525
30071,MT,2020,2722,44,30,433,10174
30073,MT,2020,5587,96,61,442,10892
30075,MT,2020,928,21,12,491,5205
30077,MT,2020,4611,129,72,702,11837
30079,MT,2020,949,24,15,191,3269
30081,MT,2020,41266,1128,630,3697,85753
30083,MT,2020,5889,79,123,710,21370
30085,MT,2020,12374,95,111,1402,10147
30087,MT,2020,8441,130,88,589,12319
30089,MT,2020,9395,305,142,1282,24094
30091,MT,2020,4217,62,53,297,7173
30093,MT,2020,59818,876,521,3358,37049
30095,MT,2020,6774,141,106,770,20306
30097,MT,2020,2717,59,57,483,9482
30099,MT,2020,6085,102,64,551,13291
30101,MT,2020,3508,77,56,355,9072
30103,MT,2020,634,12,9,101,2049
30105,MT,2020,7650,103,96,1305,15267
30107,MT,2020,1458,21,20,179,4289
30109,MT,2020,641,16,5,107,2555
30111,MT,2020,155781,2145,2370,12156,243500
37001,NC,2020,164596,223,686,4631,220507
37003,NC,2020,26474,18,127,1436,73994
37005,NC,2020,10033,15,35,509,20269
37007,NC,2020,35328,14,41,398,25157
37009,NC,2020,25140,23,126,1228,50539
37011,NC,2020,11431,13,56,576,35551
37013,NC,2020,50945,30,137,1226,81380
37015,NC,2020,34375,15,29,256,19581
37017,NC,2020,42297,18,68,640,44657
37019,NC,2020,127982,119,642,4151,202418
37021,NC,2020,402721,542,1460,13858,323915
37023,NC,2020,76623,83,270,2939,139014
37025,NC,2020,188165,253,1096,6746,286021
37027,NC,2020,60236,60,273,2912,143018
37029,NC,2020,8442,8,76,404,18215
37031,NC,2020,60034,64,373,2555,139600
37033,NC,2020,29175,19,64,568,33055
37035,NC,2020,131734,194,652,5488,266289
37037,NC,2020,107433,90,366,2962,92764
37039,NC,2020,20480,49,95,1091,55215
37041,NC,2020,18319,7,47,401,21531
37043,NC,2020,9368,14,46,524,22854
37045,NC,2020,94014,81,329,2595,155962
37047,NC,2020,60964,23,88,1090,76154
37049,NC,2020,103125,92,626,3071,153661
37051,NC,2020,390973,423,1645,7826,301382
37053,NC,2020,19911,29,209,1130,45658
37055,NC,2020,44350,47,223,1756,62037
37057,NC,2020,117192,187,703,5108,291239
37059,NC,2020,31780,53,213,1683,85054
37061,NC,2020,48439,33,84,773,65711
37063,NC,2020,609049,519,1504,11168,191695
37065,NC,2020,92218,33,97,741,49457
37067,NC,2020,506702,499,1785,13390,457475
37069,NC,2020,72014,75,333,2108,85186
37071,NC,2020,176226,225,910,6206,326181
37073,NC,2020,14612,4,41,265,14756
37075,NC,2020,6335,5,26,369,17564
37077,NC,2020,70936,55,244,1566,70945
37079,NC,2020,20154,8,26,257,25084
37081,NC,2020,791629,704,2232,18016,590511
37083,NC,2020,86266,31,62,733,51621
37085,NC,2020,93664,125,708,3100,147619
37087,NC,2020,69210,89,334,2913,98969
37089,NC,2020,113327,175,670,4744,193478
37091,NC,2020,39988,9,28,394,17998
37093,NC,2020,51644,50,262,1278,39021
37095,NC,2020,6551,6,17,126,7478
37097,NC,2020,145515,178,907,5685,284739
37099,NC,2020,46624,102,257,2098,50922
37101,NC,2020,154674,215,1164,5544,278889
37103,NC,2020,12707,5,34,219,16629
37105,NC,2020,58639,65,235,1652,77354
37107,NC,2020,73299,29,126,1052,80035
37109,NC,2020,63754,87,373,2659,150048
37111,NC,2020,33178,45,184,1510,74459
37113,NC,2020,33610,31,169,1680,65344
37115,NC,2020,26076,37,103,1200,35209
37117,NC,2020,34910,13,59,398,34135
37119,NC,2020,1492628,1611,5427,36702,949397
37121,NC,2020,11154,11,47,587,35347
37123,NC,2020,26401,13,78,601,38791
37125,NC,2020,96024,85,520,3169,168659
37127,NC,2020,124663,75,287,2094,136613
37129,NC,2020,279794,362,1521,9459,304458
37131,NC,2020,37445,10,30,249,20568
37133,NC,2020,101288,136,1506,4302,191268
37135,NC,2020,305055,217,653,7337,119239
37137,NC,2020,15169,10,44,373,23659
37139,NC,2020,51859,48,161,1145,44913
37141,NC,2020,54030,63,329,1619,85528
37143,NC,2020,14346,18,44,426,21775
37145,NC,2020,44402,42,144,1116,60590
37147,NC,2020,216029,210,796,4927,196596
37149,NC,2020,23563,23,86,998,36897
37151,NC,2020,84331,123,506,4187,261212
37153,NC,2020,53190,35,99,984,54941
37155,NC,2020,121784,73,161,2285,111141
37157,NC,2020,91516,75,312,2656,149076
37159,NC,2020,120181,154,577,4567,232170
37161,NC,2020,51543,60,218,2128,114583
37163,NC,2020,63332,23,143,1068,83719
37165,NC,2020,42884,31,54,611,34446
37167,NC,2020,47248,32,225,1928,120017
37169,NC,2020,33641,30,180,1764,92594
37171,NC,2020,51857,45,235,2192,122850
37173,NC,2020,14916,19,72,706,18419
37175,NC,2020,40244,50,180,1696,59588
37177,NC,2020,4828,2,8,97,5470
37179,NC,2020,179588,238,1136,7723,337015
37181,NC,2020,67003,24,94,752,43206
37183,NC,2020,1507600,1612,7514,47770,1140694
37185,NC,2020,36624,29,63,387,18211
37187,NC,2020,20160,2,17,215,15290
37189,NC,2020,78011,103,386,4074,78450
37191,NC,2020,120051,92,378,2386,158483
37193,NC,2020,46319,40,214,2365,128170
37195,NC,2020,106416,56,245,1643,102171
37197,NC,2020,21985,28,131,1307,77051
37199,NC,2020,23499,27,82,933,34134
38001,ND,2020,1876,23,30,229,5337
38003,ND,2020,12671,160,161,1183,19511
38005,ND,2020,6616,50,39,477,5721
38007,ND,2020,515,15,21,129,2726
38009,ND,2020,6468,95,65,547,14225
38011,ND,2020,2074,40,30,276,7588
38013,ND,2020,1404,20,20,129,4804
38015,ND,2020,76414,1142,1368,8549,169714
38017,ND,2020,191467,2560,2495,16321,225011
38019,ND,2020,4203,73,40,510,8214
38021,ND,2020,4748,52,63,443,10287
38023,ND,2020,2152,24,30,242,4328
38025,ND,2020,2780,54,39,278,8610
38027,ND,2020,2799,36,22,253,4185
38029,ND,2020,2397,42,27,391,8959
38031,ND,2020,3006,46,33,316,6938
38033,ND,2020,959,26,16,143,4381
38035,ND,2020,77106,1367,874,5945,96080
38037,ND,2020,1505,27,28,719,5894
38039,ND,2020,2729,19,34,264,5034
38041,ND,2020,1841,44,23,288,6135
38043,ND,2020,1931,29,22,368,5687
38045,ND,2020,4038,50,44,481,8995
38047,ND,2020,1261,14,14,249,5010
38049,ND,2020,4896,79,68,573,10892
38051,ND,2020,2320,36,30,300,6636
38053,ND,2020,4872,45,110,475,15881
38055,ND,2020,8977,117,96,860,19871
38057,ND,2020,6223,157,102,872,19825
38059,ND,2020,24012,341,432,2953,55446
38061,ND,2020,8077,105,75,568,11767
38063,ND,2020,4261,49,43,364,5969
38065,ND,2020,1415,36,18,215,4622
38067,ND,2020,6628,110,66,692,13185
38069,ND,2020,3566,54,38,413,8611
38071,ND,2020,11165,161,128,1093,17768
38073,ND,2020,6776,67,86,588,7475
38075,ND,2020,2264,37,32,223,5481
38077,ND,2020,16596,240,191,1552,28231
38079,ND,2020,16582,137,60,889,7419
38081,ND,2020,5602,48,62,412,6261
38083,ND,2020,952,13,16,146,3969
38085,ND,2020,5135,16,48,376,1546
38087,ND,2020,450,17,2,79,2031
38089,ND,2020,16663,301,396,1875,51017
38091,ND,2020,2976,28,38,209,3333
38093,ND,2020,19320,256,249,1970,36901
38095,ND,2020,2775,31,25,289,4170
38097,ND,2020,9844,95,110,779,13563
38099,ND,2020,10597,107,95,1126,17840
38101,ND,2020,47453,598,845,5034,100906
38103,ND,2020,3894,51,32,432,10075
38105,ND,2020,13989,157,362,1802,46748
31001,NE,2020,23739,472,304,1869,53335
31003,NE,2020,3454,84,38,370,16127
31005,NE,2020,157,6,3,31,1423
31007,NE,2020,300,2,5,49,2182
31009,NE,2020,218,5,2,26,1690
31011,NE,2020,3391,65,65,363,13637
31013,NE,2020,8865,203,128,810,20024
31015,NE,2020,1194,25,8,106,5547
31017,NE,2020,1397,36,18,198,8166
31019,NE,2020,30372,483,599,3050,84029
31021,NE,2020,7192,73,88,470,13288
31023,NE,2020,5895,108,83,517,17570
31025,NE,2020,24616,369,426,1761,47156
31027,NE,2020,5589,140,97,631,20272
31029,NE,2020,1600,38,27,179,9606
31031,NE,2020,2654,50,48,428,15215
31033,NE,2020,5560,76,97,666,21497
31035,NE,2020,4073,86,78,370,14548
31037,NE,2020,5831,72,56,389,13803
31039,NE,2020,5717,91,74,471,18799
31041,NE,2020,5718,140,117,627,27145
31043,NE,2020,16696,141,124,747,20573
31045,NE,2020,6242,212,108,578,15775
31047,NE,2020,12699,143,157,1034,35088
31049,NE,2020,1154,27,20,133,4778
31051,NE,2020,4781,60,97,440,11768
31053,NE,2020,32721,443,348,1981,58056
31055,NE,2020,644091,7109,5442,31012,668585
31057,NE,2020,953,19,11,97,4940
31059,NE,2020,4751,103,82,409,12747
31061,NE,2020,2184,36,11,188,7448
31063,NE,2020,1489,27,22,157,6642
31065,NE,2020,2708,29,39,241,11390
31067,NE,2020,21867,355,238,1481,36886
31069,NE,2020,1243,38,18,111,5491
31071,NE,2020,1013,33,9,103,4847
31073,NE,2020,1321,19,10,93,4844
31075,NE,2020,201,10,7,42,2058
31077,NE,2020,2014,37,13,144,5167
31079,NE,2020,41159,595,504,2761,82615
31081,NE,2020,6552,141,106,648,22117
31083,NE,2020,2128,37,31,197,8660
31085,NE,2020,332,8,6,50,2913
31087,NE,2020,1564,21,30,190,6972
31089,NE,2020,4928,93,82,636,24962
31091,NE,2020,371,13,7,46,2125
31093,NE,2020,5044,71,67,398,12587
31095,NE,2020,7281,102,84,509,14235
31097,NE,2020,4593,74,64,346,7920
31099,NE,2020,4287,75,81,408,14880
31101,NE,2020,4757,75,57,447,19074
31103,NE,2020,460,6,4,55,2602
31105,NE,2020,2077,41,43,241,8344
31107,NE,2020,6062,110,71,512,18368
31109,NE,2020,369337,6182,3706,20785,378790
31111,NE,2020,26211,502,344,2370,67056
31113,NE,2020,346,11,5,46,2183
31115,NE,2020,423,7,9,32,1883
31117,NE,2020,214,1,10,49,1512
31119,NE,2020,19522,290,347,1919,62902
31121,NE,2020,4937,84,95,485,16361
31123,NE,2020,2637,46,58,324,10673
31125,NE,2020,2626,46,32,207,7262
31127,NE,2020,6203,94,74,523,13462
31129,NE,2020,3172,66,37,319,10240
31131,NE,2020,14474,218,176,1030,27996
31133,NE,2020,2487,38,36,196,5726
31135,NE,2020,1413,31,24,135,7220
31137,NE,2020,5018,86,100,510,22213
31139,NE,2020,3398,52,64,421,16964
31141,NE,2020,18119,266,227,1657,63576
31143,NE,2020,3298,52,58,291,12102
31145,NE,2020,5867,103,116,581,24218
31147,NE,2020,7197,83,57,555,16174
31149,NE,2020,667,17,13,101,4208
31151,NE,2020,13423,187,153,785,17278
31153,NE,2020,156012,1308,2488,11276,248293
31155,NE,2020,18664,277,296,1540,41750
31157,NE,2020,24255,400,321,1897,60159
31159,NE,2020,13766,245,214,1118,31404
31161,NE,2020,2293,54,40,296,12706
31163,NE,2020,2925,48,33,222,6493
31165,NE,2020,592,18,15,81,3791
31167,NE,2020,3286,53,68,393,12532
31169,NE,2020,4296,65,48,310,12153
31171,NE,2020,283,9,5,41,2119
31173,NE,2020,6544,56,23,272,6328
31175,NE,2020,3102,45,27,237,10406
31177,NE,2020,18324,234,276,1381,42172
31179,NE,2020,6240,119,123,520,16489
31181,NE,2020,2776,48,30,199,8037
31183,NE,2020,476,11,5,58,2211
31185,NE,2020,8507,161,176,892,29968
33001,NH,2020,87896,977,598,3652,106906
33003,NH,2020,82005,1086,422,3483,85590
33005,NH,2020,141757,1750,800,5335,95391
